台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
690320314	690320315		1	9032		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690320315			1	9032		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Surprise01	
690320401	690320402	1	2					
690320402	690320403		1	9032		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Surprise01	
690320403	690320404		1	9032		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690320404	690320405		1	9032		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal03	
690320405	690320406		1	9032		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690320406	690320407,690320409		1	9032		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690320407	690320408	1	2					
690320408	690320411		1	9032		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal03	
690320409	690320410	1	2					
690320410	690320411		1	9032		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Surprise01	
690320411	690320412		1	9032		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690320412	690320413		1	9032		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690320413	690320414		1	9032		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690320414	690320415		1	9032		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690320415	690320416,690320417		1	9032		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle03	
690320416	690320418	1	2					
690320417	690320418	1	2					
690320418	690320419		1	9032				
690320419	690320420		1	9032				
690320420			1	9032		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle03	
690320501	690320502	1	2					
690320502	690320503		1	9032		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690320503			1	9032		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal03	
690320601	690320602	1	2					
690320602	690320603		1	9032		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal03	
690320603			1	9032		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690320701	690320301	1	2					
690320801	690320401	1	2					
690320901	690320202	1	2					
690325001	690325002		1	9032		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Surprise01	
690325002	690325003		1	9032		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle03	
690325003			1	9032		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690325101	690325102		1	9032		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Surprise01	
690325102	690325103		1	9032		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Surprise01	
690325103			1	9032		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle03	
690330101	690330102		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330102	690330103		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330103			1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330201	690330202	1	2					
690330202	690330203		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330203	690330204		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330204	690330205,690330206		1	9033		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690330205	690330207	1	2					
690330206	690330207	1	2					
690330207	690330208		1	9033				
690330208			1	9033				
690330301	690330302	1	2					
690330302	690330303		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330303	690330304		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330304	690330305		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330305	690330306		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330306	690330307,690330309		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330307	690330308	1	2					
690330308	690330311		1	9033				
690330309	690330310	1	2					
690330310	690330311		1	9033				
690330311	690330312		1	9033		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Doubt01	
690330312			1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330401	690330402	1	2					
690330402	690330403		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330403	690330404		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330404	690330405		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330405	690330406		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330406	690330407		1	9033		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle03	
690330407	690330408		1	9033		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690330408	690330409,690330410		1	9033		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690330409	690330411	1	2					
690330410	690330411	1	2					
690330411	690330412		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330412	690330413		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330413			1	9033				
690330500	690330502		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330501	690330500	1	2					
690330502	690330503		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330503			1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330601	690330602	1	2					
690330602	690330603		1	9033		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle03	
690330603	690330604		1	9033		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle03	
690330604			1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330701	690330301	1	2					
690330702	690330703		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330703	690330704,690330705		1	9033		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690330704	690330706	1	2					
690330705	690330706	1	2					
690330706	690330707		1	9033				
690330707			1	9033				
690330801	690330401	1	2					
690330802	690330803		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330803	690330804		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330804	690330805		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330805	690330806,690330808		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330806	690330807	1	2					
690330807	690330810		1	9033				
690330808	690330809	1	2					
690330809	690330810		1	9033				
690330810	690330811		1	9033		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Doubt_01	
690330811			1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330901	690330202	1	2					
690330902	690330903		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690330903	690330904		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330904	690330905		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330905	690330906		1	9033		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle03	
690330906	690330907		1	9033		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690330907	690330908,690330909		1	9033		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690330908	690330910	1	2					
690330909	690330910	1	2					
690330910	690330911		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330911	690330912		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690330912			1	9033				
690331001	690331002		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690331002			1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690331003	690331001		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690331101	690331102		1	9033		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle03	
690331102	690331103		1	9033		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle03	
690331103			1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690335001	690335002		1	9033		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690335002	690335003		1	9033		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690335003			1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690335101	690335102		1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690335102	690335103		1	9033				
690335103			1	9033		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690340101	690340102		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690340102			1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340201	690340202	1	2					
690340202	690340203		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340203	690340204		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340204	690340205		1	9034		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	
690340205	690340206		1	9034		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat01	
690340206	690340207	1	2					
690340207	690340208		1	9034			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690340208			1	9034		1160	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Lowclosed01	1
690340209	690340302		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340301	690340209	1	2					
690340302	690340303		1	9034		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat01	
690340303	690340304,690340306		1	9034			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690340304	690340305	1	2					
690340305	690340308		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690340306	690340307	1	2					
690340307	690340308		1	9034				
690340308	690340309		1	9034		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat01	
690340309	690340310		1	9034		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat01	
690340310	690340311,690340313		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690340311	690340312	1	2					
690340312	690340315		1	9034		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	
690340313	690340314	1	2					
690340314	690340315		1	9034				
690340315	690340316		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340316	690340317		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340317	690340318	1	2					
690340318	690340319		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340319	690340320		1	9034		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690340320			1	9034				
690340401	690340402	1	2					
690340402	690340403		1	9034		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690340403	690340404,690340405		1	9034				
690340404	690340407	1	2					
690340405	690340406	1	2					
690340406	690340407		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340407	690340408		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340408	690340409,690340410		1	9034				
690340409	690340411	1	2					
690340410	690340411	1	2					
690340411	690340412		1	9034		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690340412	690340413		1	9034		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690340413			1	9034		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	
690340501	690340502	1	2					
690340502	690340503		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340503			1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690340601	690340602	1	2					
690340602	690340603		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690340603			1	9034				
690340701	690340301	1	2					
690340702	690340703		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340703	690340704		1	9034		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	
690340704	690340705		1	9034		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat01	
690340705	690340706	1	2					
690340706	690340707		1	9034			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690340707			1	9034		1160	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Lowclosed01	1
690340801	690340401	1	2					
690340802	690340803		1	9034		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat01	
690340803	690340804,690340806		1	9034			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690340804	690340805	1	2					
690340805	690340808		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690340806	690340807	1	2					
690340807	690340808		1	9034				
690340808	690340809		1	9034		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat01	
690340809	690340810		1	9034		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat01	
690340810	690340811,690340813		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690340811	690340812	1	2					
690340812	690340815		1	9034		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	
690340813	690340814	1	2					
690340814	690340815		1	9034				
690340815	690340816		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340816	690340817		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340817	690340818	1	2					
690340818	690340819		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340819	690340820		1	9034		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690340820			1	9034				
690340901	690340202	1	2					
690340902	690340903,690340904		1	9034				
690340903	690340906	1	2					
690340904	690340905	1	2					
690340905	690340906		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340906	690340907		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690340907	690340908,690340909		1	9034				
690340908	690340910	1	2					
690340909	690340910	1	2					
690340910	690340911		1	9034		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690340911	690340912		1	9034		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690340912			1	9034		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	
690341001	690341002		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690341002			1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690341101	690341102		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690341102			1	9034				
690345001	690345002		1	9034			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690345002	690345003		1	9034		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690345003			1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690345101	690345102		1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690345102	690345103		1	9034				
690345103			1	9034		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350101	690350102		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350102			1	9035		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350201	690350202	1	2					
690350202	690350203		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350203	690350204		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350204	690350205,690350208		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350205	690350206	1	2					
690350206	690350207		1	9035		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350207	690350211		1	9035		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350208	690350209	1	2					
690350209	690350210		1	9035		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350210	690350212		1	9035		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350211	690350213	1	2					
690350212	690350213	1	2					
690350213	690350214		1	9035				
690350214			1	9035				
690350301	690350302	1	2					
690350302	690350303		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690350303	690350304		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690350304	690350305		1	9035		1160	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Lowclosed01	1
690350305	690350306	1	2					
690350306	690350307		1	9035		1160	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Lowclosed01	1
690350307	690350308		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350308	690350309		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350309	690350310,690350313		1	9035		1160	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Lowclosed01	1
690350310	690350311	1	2					
690350311	690350312		1	9035				
690350312	690350316		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350313	690350314	1	2					
690350314	690350315		1	9035				
690350315	690350316		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690350316	690350317		1	9035				
690350317	690350318	1	2					
690350318	690350319		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350319			1	9035		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350401	690350402	1	2					
690350402	690350403		1	9035		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350403	690350404		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690350404	690350405		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350405	690350406		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350406	690350407,690350408		1	9035		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed02	
690350407	690350409	1	2					
690350408	690350409	1	2					
690350409	690350410		1	9035				
690350410	690350411,690350412		1	9035				
690350411	690350413	1	2					
690350412	690350413	1	2					
690350413	690350414		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690350414	690350415		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690350415			1	9035		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	
690350501	690350502	1	2					
690350502	690350503		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690350503			1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350601	690350602	1	2					
690350602			1	9035		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350701	690350301	1	2					
690350702	690350703		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350703	690350704,690350707		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350704	690350705	1	2					
690350705	690350706		1	9035		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350706	690350710		1	9035		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350707	690350708	1	2					
690350708	690350709		1	9035		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350709	690350711		1	9035		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350710	690350712	1	2					
690350711	690350712	1	2					
690350712	690350713		1	9035				
690350713			1	9035				
690350801	690350401	1	2					
690350802	690350803		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690350803	690350804		1	9035		1160	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Lowclosed01	1
690350804	690350805	1	2					
690350805	690350806		1	9035		1160	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Lowclosed01	1
690350806	690350807		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350807	690350808		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350808	690350809,690350812		1	9035		1160	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Lowclosed01	1
690350809	690350810	1	2					
690350810	690350811		1	9035				
690350811	690350815		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350812	690350813	1	2					
690350813	690350814		1	9035				
690350814	690350815		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690350815	690350816		1	9035				
690350816	690350817	1	2					
690350817	690350818		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350818			1	9035		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690350901	690350202	1	2					
690350902	690350903		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690350903	690350904		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350904	690350905		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690350905	690350906,690350907		1	9035		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed02	
690350906	690350908	1	2					
690350907	690350908	1	2					
690350908	690350909		1	9035				
690350909	690350910,690350911		1	9035				
690350910	690350912	1	2					
690350911	690350912	1	2					
690350912	690350913		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690350913	690350914		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690350914			1	9035		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	
690351001	690351002		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690351002			1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690351101			1	9035		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690355001	690355002		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690355002	690355003		1	9035		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690355003			1	9035		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690355101	690355102		1	9035		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690355102	690355103		1	9035			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690355103			1	9035		1220	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed02	
690360101	690360102		1	9036			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690360102			1	9036		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690360201	690360202	1	2					
690360202	690360203		1	9036			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690360203	690360204		1	9036		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690360204	690360205,690360207		1	9036		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	
690360205	690360206	1	2					
690360206	690360209		1	9036			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690360207	690360208	1	2					
690360208	690360209		1	9036		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690360209	690360210		1	9036		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690360210			1	9036		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690360301	690360302	1	2					
690360302	690360303		1	9036			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690360303	690360304		1	9036		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat01	
690360304	690360305		1	9036		1110	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat02	
690360305	690360306		1	9036				
690360306	690360307,690360309		1	9036				
690360307	690360308	1	2					
690360308	690360311		1	9036		1110	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat02	
690360309	690360310	1	2					
690360310	690360311		1	9036		1110	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat02	
690360311	690360312		1	9036				
690360312	690360313		1	9036		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat01	
690360313	690360314		1	9036				
690360314	690360315	1	2					
690360315	690360316		1	9036		1040	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Surprise01	
690360316	690360317		1	9036		1040	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Surprise01	
690360317	690360318		1	9036		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat01	
690360318	690360319,690360320		1	9036		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat01	
690360319	690360321	1	2					
690360320	690360321	1	2					
690360321			1	9036				
690360401	690360402	1	2					
690360402	690360403		1	9036		1230	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690360403	690360404		1	9036			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
690360404	690360405		1	9036			Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal01	
